"presence_class","distance_to_nearest_castor_km","elevation","NDVI","t_mean_c","prec_mean_annual","eco_values"
"libellula",5.22290255210918,449,0.840022222222222,12.1270833333334,102.5,97
"libellula",4.9998790249233,735,0.870033333333333,9.96041666666667,78.5416666666667,97
"libellula",11.1802172714234,739,0.872888888888889,9.31250000000006,92.6041666666667,97
"libellula",0,573,0.875688888888889,10.5000000000001,91.0625,97
"libellula",7.07075779204908,789,0.732877777777778,8.91250000000002,95.1666666666667,97
"libellula",11.1807224915922,893,0.841177777777778,8.42916666666667,104.791666666667,97
"libellula",44.6378644235562,1846,0.747816666666667,4.29583333333335,169.125,97
"libellula",1.27558882031328,482,0.735433333333333,10.95625,80.8958333333333,97
"libellula",4.99971062161456,752,0.879866666666667,8.88958333333335,93.3333333333333,97
"libellula",14.9994736660352,933,0.859611111111111,7.03958333333338,132.5,97
"libellula",0,451,0.792233333333333,10.6645833333334,93.5625,97
"libellula",4.99986780218369,740,0.900311111111111,9.20833333333337,132.666666666667,97
"libellula",7.07071293588635,1690,0.754861111111111,5.15833333333336,131.0625,97
"libellula",61.4194592875845,852,0.902472222222222,9.13333333333338,157.270833333333,97
"libellula",0,611,0.883516666666667,10.30625,95.0625,97
"libellula",14.1424862087919,1356,0.862233333333333,5.72083333333336,127.916666666667,97
"libellula",18.0271165235653,1711,0.812638888888889,3.88958333333335,143.895833333333,97
"libellula",64.7203236271689,1528,0.735405555555556,7.35416666666669,176.770833333333,97
"libellula",4.10811606342441,500,0.774694444444445,10.4395833333334,81.7083333333333,97
"libellula",71.7848276922541,910,0.887477777777778,10.425,150.208333333333,97
"libellula",0,996,0.868644444444445,8.25416666666672,132.875,97
"libellula",7.07104051576009,682,0.831216666666667,9.63541666666669,88.7291666666667,97
"libellula",4.99924253561472,840,0.843427777777778,9.54166666666669,122.666666666667,97
"libellula",0,685,0.744705555555556,9.56666666666672,100.979166666667,97
"libellula",0,502,0.697594444444445,10.5208333333334,86.3125,97
"libellula",11.1807397064715,1235,0.861627777777778,6.92083333333335,129.270833333333,97
"libellula",11.1800329625554,936,0.820561111111111,8.51666666666671,88.6041666666667,97
"libellula",0,676,0.801438888888889,9.63750000000005,116.729166666667,97
"libellula",4.99955512141802,1226,0.835927777777778,6.67916666666673,118.8125,97
"libellula",0,1164,0.845338888888889,8.00833333333338,121.604166666667,97
"libellula",7.07157706015902,914,0.801727777777778,8.71875000000006,107.333333333333,97
"libellula",0,740,0.882583333333333,9.70416666666671,95.5833333333333,97
"libellula",0,510,0.81275,10.6562500000001,91.6875,97
"libellula",0,1140,0.858677777777778,8.08958333333339,111.229166666667,97
"libellula",15.0005344597955,1487,0.807405555555556,5.04166666666669,155.979166666667,97
"libellula",0,541,0.867711111111111,10.7333333333333,86.3125,97
"libellula",5.00021902668175,1963,0.610077777777778,3.78333333333336,119.833333333333,97
