"eco_values","species","latitude","longitude","date_obs","source","Temperatur","Moisture","Landcover","Landforms","Climate_Re","Red","Green","Blue","W_Ecosystm","color","occurrence_id","t_mean_c","prec_mean_annual","elevation","slope_deg","aspect_deg","aspect_class","NDVI","temp_class","prec_class","distance_to_nearest_castor_m","distance_to_nearest_castor_km"
96,"Castor fiber",46.614825,7.102275,"2026-01-06","inat","Cool Temperate","Moist","Shrubland","Mountains","Cool Temperate Moist",35,83,0,"Cool Temperate Moist Shrubland on Mountains","#235300",25,10.1041666666667,92.8333333333333,674,0.561779406997129,348.328085025104,"North",0.514183333333333,"(10.1,11.6]","(88.1,102]",0,0
97,"Castor fiber",46.34284,6.95155,"2023-03-04","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",29,9.15000000000003,117.333333333333,809,25.4343646101519,240.001360974147,"West",0.876572222222222,"(8.51,10.1]","(115,129]",0,0
97,"Castor fiber",46.52211,6.81961,"2023-01-14","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",30,9.80833333333339,127,838,10.903255098354,9.06963812866222,"North",0.823488888888889,"(8.51,10.1]","(115,129]",0,0
97,"Castor fiber",47.55364,8.46826,"2023-09-12","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",35,10.9416666666667,75.9583333333333,446,7.28853063063617,104.492936492505,"East",0.801655555555556,"(10.1,11.6]","(74.4,88.1]",0,0
97,"Castor fiber",47.10811,7.1422,"2024-11-13","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",36,9.18125000000003,100.5,790,6.87336621197488,274.78714829509,"West",0.846544444444444,"(8.51,10.1]","(88.1,102]",0,0
97,"Castor fiber",47.37253,8.59717,"2022-01-09","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",42,9.7479166666667,100.75,689,6.50234189996544,40.3366931823861,"North",0.88755,"(8.51,10.1]","(88.1,102]",0,0
97,"Castor fiber",47.24262,7.86788,"2023-05-05","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",45,10.5208333333334,86.3125,502,3.39418437133766,207.547841733085,"South",0.697594444444445,"(10.1,11.6]","(74.4,88.1]",0,0
97,"Castor fiber",46.88358,7.53703,"2022-01-14","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",47,10.8104166666667,86.2708333333333,529,0.23438147593082,102.918099781773,"East",0.790261111111111,"(10.1,11.6]","(74.4,88.1]",0,0
97,"Castor fiber",47.41875,8.46565,"2022-01-29","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",48,10.3750000000001,82.8958333333333,542,9.49319496499619,174.471584740444,"South",0.889038888888889,"(10.1,11.6]","(74.4,88.1]",0,0
97,"Castor fiber",47.46531,8.26759,"2025-04-11","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",50,10.6125,85.875,552,4.91871954735012,182.684754974762,"South",0.851227777777778,"(10.1,11.6]","(74.4,88.1]",0,0
97,"Castor fiber",47.28782,7.80215,"2025-03-11","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",52,10.9041666666667,77.2083333333333,489,1.42923988548263,131.282415929189,"East",0.857988888888889,"(10.1,11.6]","(74.4,88.1]",0,0
97,"Castor fiber",46.70359,7.27519,"2024-12-03","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",53,5.07291666666669,125.5,1524,11.8083644152631,59.507398815377,"East",0.827877777777778,"(3.81,5.37]","(115,129]",0,0
97,"Castor fiber",47.14213,9.05366,"2023-01-03","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",58,10.7354166666667,131.145833333333,473,13.3449856553878,254.916645490594,"West",0.821733333333334,"(10.1,11.6]","(129,143]",0,0
97,"Castor fiber",46.29854,7.73066,"2025-04-07","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",60,7.65208333333339,74.3958333333333,988,26.3141468257396,10.028537242907,"North",0.819555555555555,"(6.94,8.51]","(60.6,74.4]",0,0
97,"Castor fiber",47.51028,8.26829,"2023-01-07","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",65,10.3729166666667,90.25,556,0.238917054160415,189.279699017263,"South",0.790183333333333,"(10.1,11.6]","(88.1,102]",0,0
97,"Castor fiber",47.19595,8.19743,"2022-01-21","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",66,10.19375,118.208333333333,652,1.45410220190426,336.735004300564,"North",0.747716666666667,"(10.1,11.6]","(115,129]",0,0
97,"Castor fiber",47.09717,9.05231,"2023-10-19","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",67,10.1604166666667,130.666666666667,676,29.443630205993,90.6497986834437,"East",0.848794444444445,"(10.1,11.6]","(129,143]",0,0
97,"Castor fiber",46.7392,8.91073,"2023-02-23","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",69,2.69791666666669,130.083333333333,1956,19.5381027016616,165.396266817686,"South",0.799488888888889,"(2.24,3.81]","(129,143]",0,0
97,"Castor fiber",46.20891,7.34147,"2025-08-06","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",76,11.4770833333334,70.5208333333333,702,26.1040647352557,334.108258282781,"North",0.816533333333333,"(10.1,11.6]","(60.6,74.4]",0,0
97,"Castor fiber",47.439387,9.157022,"2025-03-23","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",77,10.4625,103.520833333333,532,1.11622155485693,339.839334040234,"North",0.8395,"(10.1,11.6]","(102,115]",0,0
97,"Castor fiber",47.46577,8.20127,"2022-01-15","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",95,11.1208333333334,81.0833333333333,429,6.16640714220346,100.732239327409,"East",0.878305555555556,"(10.1,11.6]","(74.4,88.1]",0,0
97,"Castor fiber",46.38781,6.95115,"2025-02-28","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",97,6.32083333333338,131,1172,36.0736007038334,278.918760268248,"West",0.883861111111111,"(5.37,6.94]","(129,143]",0,0
97,"Castor fiber",46.65817,7.79792,"2023-06-15","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",101,9.84583333333336,112.3125,636,11.5244731071171,350.660775547505,"North",0.869911111111111,"(8.51,10.1]","(102,115]",0,0
97,"Castor fiber",47.46721,7.93601,"2023-08-04","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",105,10.0104166666667,96.9791666666667,594,7.84457193813229,299.20100055677,"West",0.884327777777778,"(8.51,10.1]","(88.1,102]",0,0
97,"Castor fiber",47.41609,8.73064,"2022-01-29","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",115,10.3229166666667,97.7083333333333,571,1.79803552673955,246.840858287545,"West",0.860172222222222,"(10.1,11.6]","(88.1,102]",0,0
97,"Castor fiber",46.68512,9.49762,"2025-04-17","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",146,7.30625000000003,92.9375,1234,38.6074321795329,33.7484931286239,"North",0.805744444444444,"(6.94,8.51]","(88.1,102]",0,0
97,"Castor fiber",47.59735,8.60208,"2024-04-30","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",169,11.2645833333333,71.8125,348,1.50679438881377,272.989322663168,"West",0.857094444444444,"(10.1,11.6]","(60.6,74.4]",0,0
97,"Castor fiber",46.83784,7.01261,"2024-04-10","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",170,10.6020833333334,91.5833333333333,605,7.13791671899299,184.561499494515,"South",0.802838888888889,"(10.1,11.6]","(88.1,102]",0,0
97,"Castor fiber",47.10838,7.27395,"2025-05-15","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",175,10.9020833333333,79.125,571,2.28295610889159,44.6729101808218,"North",0.849305555555556,"(10.1,11.6]","(74.4,88.1]",0,0
97,"Castor fiber",47.10793,7.80093,"2022-01-19","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",198,9.56666666666672,100.979166666667,685,2.65016051813014,18.4926682601957,"North",0.744705555555556,"(8.51,10.1]","(88.1,102]",0,0
97,"Castor fiber",46.8223,9.37177,"2023-04-21","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",207,10.0270833333334,81.75,704,2.81364986858061,354.575098706789,"North",0.802494444444444,"(8.51,10.1]","(74.4,88.1]",0,0
97,"Castor fiber",47.23467,8.85834,"2023-04-22","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",208,10.9166666666667,113,467,1.1924387816138,202.683538696928,"South",0.843444444444444,"(10.1,11.6]","(102,115]",0,0
97,"Castor fiber",47.09623,9.11815,"2022-01-11","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",209,3.76875000000001,187,1519,16.2256991273582,2.10219702406975,"North",0.819222222222222,"(2.24,3.81]","(184,197]",0,0
97,"Castor fiber",47.5565,8.06971,"2022-01-26","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",221,10.6645833333334,87.6458333333333,447,13.0696867132656,336.054342509951,"North",0.847794444444445,"(10.1,11.6]","(74.4,88.1]",0,0
97,"Castor fiber",47.04481,9.51143,"2025-02-23","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",222,10.1375,96.9375,649,26.0997063067518,58.549047194039,"East",0.854455555555556,"(10.1,11.6]","(88.1,102]",0,0
97,"Castor fiber",47.36957,8.86193,"2025-03-11","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",226,9.63750000000005,116.729166666667,676,10.0470550040304,52.2901801532006,"East",0.801438888888889,"(8.51,10.1]","(115,129]",0,0
97,"Castor fiber",47.19708,7.99949,"2023-03-05","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",238,10.01875,91.8333333333333,653,9.46814303724686,9.22602597530688,"North",0.846761111111111,"(8.51,10.1]","(88.1,102]",0,0
97,"Castor fiber",46.29835,7.79555,"2025-04-25","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",239,8.50833333333338,70.0833333333333,900,26.4061391745448,6.46150582380016,"North",0.74015,"(6.94,8.51]","(60.6,74.4]",0,0
97,"Castor fiber",47.50674,8.66647,"2023-05-08","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",244,10.4104166666667,85.0625,564,10.0263364367303,75.0112196417914,"East",0.8682,"(10.1,11.6]","(74.4,88.1]",0,0
97,"Castor fiber",47.01748,6.94541,"2023-06-26","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",253,7.91666666666669,107.270833333333,919,23.0951102170485,149.798508711647,"South",0.880433333333333,"(6.94,8.51]","(102,115]",0,0
97,"Castor fiber",47.1905,8.79118,"2023-01-14","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",261,9.91458333333338,123.895833333333,564,9.99871880518409,11.369240812703,"North",0.860794444444445,"(8.51,10.1]","(115,129]",0,0
97,"Castor fiber",47.55239,8.60109,"2024-08-17","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",273,10.4687500000001,84.1041666666667,539,12.9579648344894,53.5449960533469,"East",0.75185,"(10.1,11.6]","(74.4,88.1]",0,0
97,"Castor fiber",47.44821,9.59346,"2022-01-10","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",282,8.93333333333339,117.979166666667,766,10.5774644751963,9.3141746844959,"North",0.780266666666667,"(8.51,10.1]","(115,129]",0,0
97,"Castor fiber",47.37537,8.26619,"2022-01-16","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",288,10.6479166666667,84.0416666666667,550,1.15807391478363,13.4297439355628,"North",0.868094444444445,"(10.1,11.6]","(74.4,88.1]",0,0
97,"Castor fiber",46.92859,7.47146,"2023-03-10","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",293,10.7354166666667,82.6458333333333,525,1.65914538039757,205.865760404474,"South",0.778805555555555,"(10.1,11.6]","(74.4,88.1]",0,0
97,"Castor fiber",47.68728,8.60405,"2023-08-21","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",303,10.2791666666667,73.5625,551,4.6848855018131,62.7713543453955,"East",0.873783333333333,"(10.1,11.6]","(60.6,74.4]",0,0
97,"Castor fiber",46.65836,7.7326,"2023-04-23","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",305,10.33125,100.770833333333,765,14.9450091090649,18.0536582556951,"North",0.768305555555556,"(10.1,11.6]","(88.1,102]",0,0
97,"Castor fiber",46.92859,7.40581,"2025-05-10","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",306,10.08125,86.7083333333333,643,7.4730585159047,98.6207692436024,"East",0.841472222222222,"(10.1,11.6]","(74.4,88.1]",0,0
97,"Castor fiber",46.74662,8.12567,"2025-05-01","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",308,10.6958333333334,110.333333333333,715,23.1175077030628,172.685006403338,"South",0.875183333333333,"(10.1,11.6]","(102,115]",0,0
97,"Castor fiber",46.90489,9.76863,"2025-09-15","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",312,6.28541666666672,101.833333333333,1194,26.3865801592582,11.2824793372364,"North",0.85495,"(5.37,6.94]","(102,115]",0,0
97,"Castor fiber",47.15324,7.20788,"2023-08-04","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",323,9.52708333333334,98.375,727,8.43821055039211,348.574259162831,"North",0.814594444444444,"(8.51,10.1]","(88.1,102]",0,0
97,"Castor fiber",47.196759,7.766858,"2024-02-03","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",336,10.7479166666667,82.7708333333333,487,1.5571790819477,172.937728625791,"South",0.762127777777778,"(10.1,11.6]","(74.4,88.1]",0,0
97,"Castor fiber",46.4786,7.66652,"2025-07-02","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",340,6.56875000000002,120.208333333333,1214,20.1915751313466,316.046714483112,"North",0.750827777777778,"(5.37,6.94]","(115,129]",0,0
97,"Castor fiber",47.41453,8.86313,"2023-05-13","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",341,9.90208333333334,103.083333333333,672,11.9050991047623,246.479492344685,"West",0.865183333333334,"(8.51,10.1]","(102,115]",0,0
97,"Castor fiber",47.28759,7.86825,"2025-03-19","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",344,10.7812500000001,81.6666666666667,484,2.62198326149559,153.982448066806,"South",0.893022222222222,"(10.1,11.6]","(74.4,88.1]",0,0
97,"Castor fiber",47.50275,8.99824,"2022-01-28","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",349,10.5916666666667,83.5,529,1.57279726357275,68.5077214176654,"East",0.808111111111111,"(10.1,11.6]","(74.4,88.1]",0,0
97,"Castor fiber",47.46656,8.06865,"2025-01-15","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",352,10.6041666666667,90.7083333333333,508,3.28894080778193,312.559071577321,"West",0.788727777777778,"(10.1,11.6]","(88.1,102]",0,0
97,"Castor fiber",46.70292,7.8636,"2024-09-06","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",362,5.69166666666672,128.270833333333,1422,26.4829407758751,149.834035392395,"South",0.87,"(5.37,6.94]","(115,129]",0,0
97,"Castor fiber",47.1529,7.80124,"2022-01-30","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",363,10.0666666666667,90.25,662,7.84406241496356,357.499252627864,"North",0.8387,"(8.51,10.1]","(88.1,102]",0,0
97,"Castor fiber",47.32199,9.05911,"2023-09-12","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",365,8.9354166666667,133.708333333333,793,10.082122616682,116.252696438395,"East",0.822461111111111,"(8.51,10.1]","(129,143]",0,0
97,"Castor fiber",46.61319,7.07965,"2025-04-10","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",378,9.70416666666671,95.5833333333333,740,1.94114041932559,69.4649021894957,"East",0.882583333333333,"(8.51,10.1]","(88.1,102]",0,0
97,"Castor fiber",47.37112,8.72955,"2024-03-18","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",382,10.4916666666667,94.0416666666667,533,2.97009026319385,264.436795530946,"West",0.677327777777778,"(10.1,11.6]","(88.1,102]",0,0
97,"Castor fiber",47.393701,8.035859,"2024-05-02","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",399,11.2354166666667,83.8541666666667,359,3.34087495203976,170.74042557944,"South",0.611694444444445,"(10.1,11.6]","(74.4,88.1]",0,0
97,"Castor fiber",47.46618,8.13496,"2022-01-29","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",400,10.30625,95.0625,611,9.2992451852227,58.1435875057704,"East",0.883516666666667,"(10.1,11.6]","(88.1,102]",0,0
97,"Castor fiber",46.99985,9.50969,"2023-09-02","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",410,10.6562500000001,91.6875,510,5.48626543175016,29.9497284377634,"North",0.81275,"(10.1,11.6]","(88.1,102]",0,0
97,"Castor fiber",46.82339,9.30627,"2024-05-19","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",430,7.74375000000003,91.3125,1024,5.82245967693966,79.4058794199132,"East",0.863961111111111,"(6.94,8.51]","(88.1,102]",0,0
97,"Castor fiber",47.19787,7.07572,"2023-11-15","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",448,7.47708333333338,97,1202,12.599505876065,159.883953486032,"South",0.824005555555555,"(6.94,8.51]","(88.1,102]",0,0
97,"Castor fiber",46.52323,7.08025,"2022-01-12","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",449,8.15625000000006,107.583333333333,950,26.7105276791069,299.567482865379,"West",0.828383333333333,"(6.94,8.51]","(102,115]",0,0
97,"Castor fiber",47.28702,8.00043,"2024-11-16","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",451,10.525,95.9791666666667,573,7.34486552072555,164.019189021678,"South",0.735811111111111,"(10.1,11.6]","(88.1,102]",0,0
97,"Castor fiber",47.19787,7.80154,"2023-07-14","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",453,10.5000000000001,85.5,539,3.47077308894888,320.264480939934,"North",0.824977777777778,"(10.1,11.6]","(74.4,88.1]",0,0
97,"Castor fiber",47.204408,7.724055,"2023-12-23","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",482,10.8375,80.5,474,1.83549887829347,334.017216970149,"North",0.806644444444445,"(10.1,11.6]","(74.4,88.1]",0,0
97,"Castor fiber",47.54584,9.13237,"2023-05-05","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",487,10.9854166666667,82.0208333333333,450,1.95315152723643,37.7111614406618,"North",0.793544444444444,"(10.1,11.6]","(74.4,88.1]",0,0
97,"Castor fiber",47.01843,7.27422,"2025-08-27","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",496,10.95625,87.2916666666667,519,3.35697272036681,343.503998521941,"North",0.7358,"(10.1,11.6]","(74.4,88.1]",0,0
97,"Castor fiber",47.28384,8.46305,"2023-02-18","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",497,10.4708333333334,102.583333333333,586,9.05445122973615,253.325300883304,"West",0.829716666666667,"(10.1,11.6]","(102,115]",0,0
97,"Castor fiber",46.9307158069,9.4459569391,"2026-02-15","inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",522,4.01875000000001,128.708333333333,1617,24.4303129038952,96.1831571726102,"East",0.763072222222222,"(3.81,5.37]","(115,129]",0,0
97,"Castor fiber",46.922353,9.558761,"2025-03-01","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",538,11.0229166666667,86.1875,533,1.41560378536303,264.691521701981,"West",0.575433333333333,"(10.1,11.6]","(74.4,88.1]",0,0
97,"Castor fiber",47.4506,9.46092,"2024-07-06","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",539,9.65000000000003,114.895833333333,780,17.7167697700309,340.853609229028,"North",0.846772222222222,"(8.51,10.1]","(102,115]",0,0
97,"Castor fiber",46.56772,6.94952,"2022-01-01","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",555,8.00833333333338,121.604166666667,1164,11.7416712956882,341.082392012359,"North",0.845338888888889,"(6.94,8.51]","(115,129]",0,0
97,"Castor fiber",46.77621,9.43561,"2025-02-01","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",566,5.15000000000003,94.4375,1470,18.4419416704755,191.355570676241,"South",0.771188888888889,"(3.81,5.37]","(88.1,102]",0,0
97,"Castor fiber",46.99865,9.57541,"2023-04-10","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",609,8.18750000000006,106.458333333333,1089,23.8637275486387,227.7891383934,"West",0.874322222222222,"(6.94,8.51]","(102,115]",0,0
97,"Castor fiber",47.32991,8.33163,"2022-01-19","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",625,11.1166666666667,82.1666666666667,459,2.0019841158962,85.4983745254649,"East",0.807888888888889,"(10.1,11.6]","(74.4,88.1]",0,0
97,"Castor fiber",46.060848,7.160959,"2025-05-21","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",647,7.30000000000001,98.4375,1157,28.1805326062229,280.026898026456,"West",0.839827777777778,"(6.94,8.51]","(88.1,102]",0,0
97,"Castor fiber",47.46371,8.46652,"2024-07-07","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",679,10.6854166666667,83.5625,467,5.72602580693594,66.6256493205632,"East",0.77105,"(10.1,11.6]","(74.4,88.1]",0,0
97,"Castor fiber",47.133518,7.231656,"2025-06-16","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",682,10.4125,88.8541666666667,445,9.99672427497822,149.750675698453,"South",0.649111111111111,"(10.1,11.6]","(88.1,102]",0,0
97,"Castor fiber",46.29756,6.88707,"2023-05-15","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",716,7.99583333333339,137.166666666667,944,22.9207159375161,19.8112822374492,"North",0.8437,"(6.94,8.51]","(129,143]",0,0
